Taxon	Taxon	Taxon	barcode02	barcode02	barcode02	barcode14	barcode14	barcode14	barcode26	barcode26	barcode26	barcode38	barcode38	barcode38	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38
Phoenicibacter congonensis	1944646	species	0.0	0.0	-inf	12.0	12.0	47.583333333333336	5.0	5.0	49.4	0.0	0.0	-inf	0.0	0.0	-inf	12.0	12.0	47.583333333333336	5.0	5.0	49.4	0.0	0.0	-inf
Arabia	2005386	genus	0.0	0.0	-inf	31.0	0.0	53.61290322580645	1.0	0.0	68.0	4.0	0.0	55.25	0.0	0.0	-inf	31.0	0.0	53.61290322580645	1.0	0.0	68.0	4.0	0.0	55.25
Arabia massiliensis	1870985	species	0.0	0.0	-inf	31.0	31.0	53.61290322580645	1.0	1.0	68.0	4.0	4.0	55.25	0.0	0.0	-inf	31.0	31.0	53.61290322580645	1.0	1.0	68.0	4.0	4.0	55.25
Berryella	2815775	genus	0.0	0.0	-inf	11.0	0.0	47.09090909090909	1.0	0.0	40.0	2.0	0.0	31.5	0.0	0.0	-inf	11.0	0.0	47.09090909090909	1.0	0.0	40.0	2.0	0.0	31.5
Berryella intestinalis	1531429	species	0.0	0.0	-inf	11.0	11.0	47.09090909090909	1.0	1.0	40.0	2.0	2.0	31.5	0.0	0.0	-inf	11.0	11.0	47.09090909090909	1.0	1.0	40.0	2.0	2.0	31.5
Nitriliruptoria	908620	class	0.0	0.0	-inf	1.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf
Egibacterales	1747768	order	0.0	0.0	-inf	1.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf
Egibacteraceae	1747769	family	0.0	0.0	-inf	1.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf
Egibacter	1747770	genus	0.0	0.0	-inf	1.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf
Egibacter rhizosphaerae	1670831	species	0.0	0.0	-inf	1.0	1.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf
Tenericutes	544448	phylum	24.0	0.0	34.208333333333336	21.0	0.0	45.61904761904762	67.0	0.0	55.67164179104478	19.0	0.0	51.05263157894737	24.0	0.0	34.208333333333336	21.0	0.0	45.61904761904762	67.0	0.0	55.67164179104478	19.0	0.0	51.05263157894737
Mollicutes	31969	class	24.0	0.0	34.208333333333336	19.0	0.0	47.8421052631579	66.0	0.0	55.89393939393939	19.0	0.0	51.05263157894737	24.0	0.0	34.208333333333336	19.0	0.0	47.8421052631579	66.0	0.0	55.89393939393939	19.0	0.0	51.05263157894737
Mycoplasmatales	2085	order	6.0	0.0	29.5	10.0	0.0	46.7	5.0	0.0	43.6	2.0	0.0	47.0	6.0	0.0	29.5	10.0	0.0	46.7	5.0	0.0	43.6	2.0	0.0	47.0
Mycoplasmataceae	2092	family	6.0	0.0	29.5	10.0	0.0	46.7	5.0	0.0	43.6	2.0	0.0	47.0	6.0	0.0	29.5	10.0	0.0	46.7	5.0	0.0	43.6	2.0	0.0	47.0
Mycoplasma	2093	genus	3.0	0.0	41.66666666666666	9.0	0.0	46.11111111111112	3.0	0.0	55.333333333333336	2.0	0.0	47.0	3.0	0.0	41.66666666666666	9.0	0.0	46.11111111111112	3.0	0.0	55.333333333333336	2.0	0.0	47.0
Mycoplasma gallisepticum	2096	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	55.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	55.0	0.0	0.0	-inf
Mycoplasma gallisepticum WI01_2001.043-13-2P	1159201	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	55.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	55.0	0.0	0.0	-inf
Mycoplasma hominis	2098	species	0.0	0.0	-inf	3.0	3.0	44.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	44.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasma orale	2121	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	47.0
Mycoplasma salivarium	2124	species	0.0	0.0	-inf	1.0	1.0	15.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	15.0	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasma hyosynoviae	29559	species	1.0	1.0	42.0	5.0	5.0	53.4	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	42.0	5.0	5.0	53.4	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasma crocodyli	50052	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	55.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	55.5	0.0	0.0	-inf
Mycoplasma crocodyli MP145	512564	strain	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	55.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	55.5	0.0	0.0	-inf
Mycoplasma mycoides group	656088	species_group	1.0	0.0	53.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	53.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasma capricolum	2095	species	1.0	0.0	53.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	53.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasma capricolum subsp. capripneumoniae	40480	subspecies	1.0	1.0	53.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	53.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Mycoplasma	2683645	no_rank	1.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasma sp. Mirounga ES2806-NAS	754516	species	1.0	1.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Ureaplasma	2129	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	26.0	0.0	0.0	-inf
Ureaplasma diversum	42094	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	43.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	43.0	0.0	0.0	-inf
Ureaplasma parvum	134821	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	9.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	9.0	0.0	0.0	-inf
Ureaplasma parvum serovar 3	38504	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	9.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	9.0	0.0	0.0	-inf
Candidatus Hepatoplasma	295595	genus	1.0	0.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Candidatus Hepatoplasma crinochetorum	295596	species	1.0	0.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Candidatus Hepatoplasma crinochetorum Av	1427984	strain	1.0	1.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasmopsis	2767358	genus	2.0	0.0	12.5	1.0	0.0	52.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	12.5	1.0	0.0	52.0	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasma pulmonis	2107	species	0.0	0.0	-inf	1.0	1.0	52.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	52.0	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasma gallopavonis	76629	species	1.0	1.0	11.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	11.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mycoplasma cynos	171284	species	1.0	1.0	14.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	14.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Entomoplasmatales	186328	order	16.0	0.0	34.0625	9.0	0.0	49.11111111111112	11.0	0.0	49.18181818181818	15.0	0.0	51.2	16.0	0.0	34.0625	9.0	0.0	49.11111111111112	11.0	0.0	49.18181818181818	15.0	0.0	51.2
Spiroplasmataceae	2131	family	15.0	0.0	34.86666666666667	4.0	0.0	41.0	6.0	0.0	45.5	2.0	0.0	46.5	15.0	0.0	34.86666666666667	4.0	0.0	41.0	6.0	0.0	45.5	2.0	0.0	46.5
Spiroplasma	2132	genus	15.0	3.0	34.86666666666667	4.0	0.0	41.0	6.0	0.0	45.5	2.0	0.0	46.5	15.0	3.0	34.86666666666667	4.0	0.0	41.0	6.0	0.0	45.5	2.0	0.0	46.5
Spiroplasma melliferum	2134	species	2.0	2.0	29.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	29.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Spiroplasma poulsonii	2138	species	0.0	0.0	-inf	1.0	1.0	69.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	69.0	0.0	0.0	-inf	0.0	0.0	-inf
Spiroplasma taiwanense	2145	species	1.0	0.0	44.0	1.0	0.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	44.0	1.0	0.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf
Spiroplasma taiwanense CT-1	1276220	strain	1.0	1.0	44.0	1.0	1.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	44.0	1.0	1.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf
Spiroplasma kunkelii	47834	species	2.0	0.0	58.5	1.0	0.0	50.0	1.0	0.0	60.0	0.0	0.0	-inf	2.0	0.0	58.5	1.0	0.0	50.0	1.0	0.0	60.0	0.0	0.0	-inf
Spiroplasma kunkelii CR2-3x	273035	strain	2.0	2.0	58.5	1.0	1.0	50.0	1.0	1.0	60.0	0.0	0.0	-inf	2.0	2.0	58.5	1.0	1.0	50.0	1.0	1.0	60.0	0.0	0.0	-inf
Spiroplasma chrysopicola	216933	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	39.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	39.5	0.0	0.0	-inf
Spiroplasma chrysopicola DF-1	1276227	strain	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	39.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	39.5	0.0	0.0	-inf
Spiroplasma diminutum	216936	species	1.0	0.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Spiroplasma diminutum CUAS-1	1276221	strain	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Spiroplasma floricola	216937	species	1.0	0.0	42.0	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	42.0	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf
Spiroplasma floricola 23-6	1336749	strain	1.0	1.0	42.0	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	42.0	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf
Spiroplasma litorale	216942	species	1.0	1.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Spiroplasma syrphidicola	216945	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	45.0	0.0	0.0	-inf
Spiroplasma syrphidicola EA-1	1276229	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf
Spiroplasma eriocheiris	315358	species	4.0	4.0	26.25	0.0	0.0	-inf	1.0	0.0	29.0	0.0	0.0	-inf	4.0	4.0	26.25	0.0	0.0	-inf	1.0	0.0	29.0	0.0	0.0	-inf
Spiroplasma eriocheiris CCTCC M 207170	743698	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	29.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	29.0	0.0	0.0	-inf
Spiroplasma atrichopogonis	1114980	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	30.0
unclassified Spiroplasma	2637901	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	60.0	1.0	0.0	63.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	60.0	1.0	0.0	63.0
Spiroplasma endosymbiont of 'Nebria riversi'	2792084	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	60.0	1.0	1.0	63.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	60.0	1.0	1.0	63.0
Entomoplasmataceae	33925	family	1.0	0.0	22.0	5.0	0.0	55.6	5.0	0.0	53.6	13.0	0.0	51.92307692307692	1.0	0.0	22.0	5.0	0.0	55.6	5.0	0.0	53.6	13.0	0.0	51.92307692307692
Entomoplasma	46238	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	45.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	45.5
Entomoplasma freundtii	74700	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	45.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	45.5
Mesoplasma	46239	genus	1.0	0.0	22.0	5.0	0.0	55.6	5.0	0.0	53.6	9.0	0.0	54.77777777777778	1.0	0.0	22.0	5.0	0.0	55.6	5.0	0.0	53.6	9.0	0.0	54.77777777777778
Mesoplasma florum	2151	species	1.0	1.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mesoplasma lactucae	138853	species	0.0	0.0	-inf	5.0	0.0	55.6	4.0	0.0	58.25	9.0	0.0	54.77777777777778	0.0	0.0	-inf	5.0	0.0	55.6	4.0	0.0	58.25	9.0	0.0	54.77777777777778
Mesoplasma lactucae ATCC 49193	81460	strain	0.0	0.0	-inf	5.0	5.0	55.6	4.0	4.0	58.25	9.0	9.0	54.77777777777778	0.0	0.0	-inf	5.0	5.0	55.6	4.0	4.0	58.25	9.0	9.0	54.77777777777778
Mesoplasma chauliocola	216427	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	35.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	35.0	0.0	0.0	-inf
Acholeplasmatales	186329	order	2.0	0.0	49.5	0.0	0.0	-inf	50.0	0.0	58.6	2.0	0.0	54.0	2.0	0.0	49.5	0.0	0.0	-inf	50.0	0.0	58.6	2.0	0.0	54.0
Acholeplasmataceae	2146	family	2.0	0.0	49.5	0.0	0.0	-inf	50.0	0.0	58.6	2.0	0.0	54.0	2.0	0.0	49.5	0.0	0.0	-inf	50.0	0.0	58.6	2.0	0.0	54.0
Acholeplasma	2147	genus	2.0	1.0	49.5	0.0	0.0	-inf	42.0	6.0	60.38095238095238	1.0	0.0	54.0	2.0	1.0	49.5	0.0	0.0	-inf	42.0	6.0	60.38095238095238	1.0	0.0	54.0
Acholeplasma laidlawii	2148	species	1.0	0.0	42.0	0.0	0.0	-inf	2.0	0.0	31.0	0.0	0.0	-inf	1.0	0.0	42.0	0.0	0.0	-inf	2.0	0.0	31.0	0.0	0.0	-inf
Acholeplasma laidlawii PG-8A	441768	strain	1.0	1.0	42.0	0.0	0.0	-inf	2.0	2.0	31.0	0.0	0.0	-inf	1.0	1.0	42.0	0.0	0.0	-inf	2.0	2.0	31.0	0.0	0.0	-inf
Acholeplasma axanthum	29552	species	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	59.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	59.75	0.0	0.0	-inf
Acholeplasma palmae	38986	species	0.0	0.0	-inf	0.0	0.0	-inf	11.0	0.0	55.18181818181818	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	11.0	0.0	55.18181818181818	0.0	0.0	-inf
Acholeplasma palmae J233	1318466	strain	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	55.18181818181818	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	55.18181818181818	0.0	0.0	-inf
Acholeplasma brassicae	61635	species	0.0	0.0	-inf	0.0	0.0	-inf	16.0	16.0	68.5625	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	16.0	16.0	68.5625	0.0	0.0	-inf
Acholeplasma hippikon	264636	species	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	38.333333333333336	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	38.333333333333336	1.0	1.0	54.0
Candidatus Phytoplasma	33926	genus	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	49.25	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	49.25	1.0	0.0	54.0
16SrV (Elm yellows group)	85625	species_group	0.0	0.0	-inf	0.0	0.0	-inf	5.0	0.0	49.8	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	0.0	49.8	0.0	0.0	-inf
Candidatus Phytoplasma ziziphi	135727	species	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	49.8	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	49.8	0.0	0.0	-inf
16SrVIII (Loofah witches'-broom group)	85628	species_group	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	50.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	50.5	0.0	0.0	-inf
Candidatus Phytoplasma luffae	35773	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	50.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	50.5	0.0	0.0	-inf
16SrX (Apple proliferation group)	85630	species_group	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	44.0	0.0	0.0	-inf
Candidatus Phytoplasma mali	37692	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	44.0	0.0	0.0	-inf
16SrXII (Stolbur group)	85632	species_group	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0
Candidatus Phytoplasma australiense	59748	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0
Strawberry lethal yellows phytoplasma (CPA)	359335	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0
Strawberry lethal yellows phytoplasma (CPA) str. NZSb11	980422	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	54.0
Tenericutes incertae sedis	2799557	no_rank	0.0	0.0	-inf	2.0	0.0	24.5	1.0	0.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	24.5	1.0	0.0	41.0	0.0	0.0	-inf
Candidatus Izimaplasma	1912503	genus	0.0	0.0	-inf	2.0	0.0	24.5	1.0	0.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	24.5	1.0	0.0	41.0	0.0	0.0	-inf
unclassified Candidatus Izimaplasma	2624196	no_rank	0.0	0.0	-inf	2.0	0.0	24.5	1.0	0.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	24.5	1.0	0.0	41.0	0.0	0.0	-inf
Candidatus Izimaplasma sp. HR1	1541959	species	0.0	0.0	-inf	2.0	2.0	24.5	1.0	1.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	24.5	1.0	1.0	41.0	0.0	0.0	-inf
Cyanobacteria/Melainabacteria group	1798711	no_rank	3.0	0.0	41.0	16.0	0.0	31.75	1.0	0.0	51.0	9.0	0.0	35.666666666666664	3.0	0.0	41.0	16.0	0.0	31.75	1.0	0.0	51.0	9.0	0.0	35.666666666666664
Cyanobacteria	1117	phylum	3.0	0.0	41.0	16.0	4.0	31.75	1.0	0.0	51.0	9.0	2.0	35.666666666666664	3.0	0.0	41.0	16.0	4.0	31.75	1.0	0.0	51.0	9.0	2.0	35.666666666666664
Nostocales	1161	order	0.0	0.0	-inf	1.0	1.0	46.0	1.0	0.0	51.0	1.0	0.0	28.0	0.0	0.0	-inf	1.0	1.0	46.0	1.0	0.0	51.0	1.0	0.0	28.0
Nostocaceae	1162	family	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0
Richelia	98443	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0
Richelia sinica	1357545	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0
Richelia sinica FACHB-800	1357546	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0
Rivulariaceae	1185	family	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	51.0	0.0	0.0	-inf
Rivularia	373984	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	51.0	0.0	0.0	-inf
unclassified Rivularia (in: Bacteria)	2676603	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	51.0	0.0	0.0	-inf
Rivularia sp. PCC 7116	373994	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	51.0	0.0	0.0	-inf
Pleurocapsales	52604	order	0.0	0.0	-inf	1.0	0.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf
Dermocarpellaceae	1890498	family	0.0	0.0	-inf	1.0	0.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf
Stanieria	102115	genus	0.0	0.0	-inf	1.0	0.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Stanieria	2642663	no_rank	0.0	0.0	-inf	1.0	0.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf
Stanieria sp. NIES-3757	1807358	species	0.0	0.0	-inf	1.0	1.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf
Oscillatoriophycideae	1301283	subclass	2.0	0.0	42.0	1.0	0.0	37.0	0.0	0.0	-inf	4.0	0.0	29.5	2.0	0.0	42.0	1.0	0.0	37.0	0.0	0.0	-inf	4.0	0.0	29.5
Chroococcales	1118	order	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0
Microcystaceae	1890449	family	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0
Microcystis	1125	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0
Microcystis aeruginosa	1126	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0
Microcystis aeruginosa FD4	2686288	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	24.0
